CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,churn_probability,estimated_ltv,expected_revenue_retained,net_expected_value,naive_target,ds_optimized_target
712,30,1,89571.59,1,1,1,177613.19,0,False,False,False,0.229087549436372,8061.4431,461.6940611749375,411.6940611749375,False,True
620,34,8,102251.57,1,1,0,120672.09,0,True,False,False,0.5992582587664848,9202.6413,1378.689700372635,1328.689700372635,True,True
709,42,9,118546.71,1,0,1,77142.85,0,False,False,True,0.338426252632282,10669.2039,902.6846736116821,852.6846736116821,False,True
635,38,0,103257.14,1,0,0,158344.63,0,False,True,True,0.3295314053330668,9293.1426,765.5955852346475,715.5955852346475,False,True
749,43,1,124209.02,1,1,1,167179.48,0,False,True,False,0.4735296712153188,11178.8118,1323.3747690579814,1273.3747690579814,False,True
836,41,7,150302.84,1,1,1,156036.19,0,False,True,False,0.4137199987840347,13527.2556,1399.1240425958317,1349.1240425958317,False,True
542,34,8,108653.93,1,0,1,144725.14,0,False,True,True,0.2017696838582303,9778.8537,493.2690548862214,443.2690548862214,False,True
645,45,8,85325.93,1,0,0,22558.74,0,False,False,False,0.7116386811064982,7679.333699999999,1366.227726511171,1316.227726511171,True,True
747,37,9,135776.36,3,1,0,85470.45,1,True,False,True,0.8805858690894385,12219.872399999998,2690.16173937901,2640.16173937901,True,True
645,40,6,131411.24,1,1,1,194656.11,0,False,False,True,0.3324054154173851,11827.011599999998,982.840676011058,932.840676011058,False,True
714,45,9,106431.97,2,1,1,164117.69,0,True,False,False,0.6094341711646911,9578.8773,1459.4237870034435,1409.4237870034435,True,True
717,50,9,90305.76,1,1,1,124626.57,0,False,False,True,0.4850858297216694,8127.518399999999,985.6360016605337,935.6360016605337,False,True
645,28,7,117466.03,2,1,1,34490.06,0,True,False,True,0.1905240185736375,10571.9427,503.5522518335578,453.5522518335578,False,True
681,32,3,148884.47,2,1,1,90967.37,0,False,False,True,0.1537138006872427,13399.6023,514.9259493076297,464.9259493076297,False,True
681,44,4,91115.76,2,0,0,24208.84,1,True,False,False,0.6553396563664124,8200.418399999999,1343.5148440792013,1293.5148440792013,True,True
679,37,8,77373.87,2,0,1,174873.09,0,True,False,False,0.1891906407603918,6963.648299999999,329.36427097675323,279.36427097675323,False,True
528,23,7,104744.89,1,1,0,170262.97,0,False,True,True,0.2936604168851043,9427.0401,692.0871314396488,642.0871314396488,False,True
733,39,5,91538.51,1,1,1,93783.0,0,True,False,True,0.4194526864689625,8238.4659,863.9116635344847,813.9116635344847,False,True
726,34,0,185734.75,1,1,1,102036.82,0,False,False,False,0.3125661688141797,16716.1275,1306.223982521088,1256.223982521088,False,True
520,30,3,143396.54,2,1,1,898.51,0,False,False,True,0.1621152443125545,12905.6886,523.0522151026873,473.05221510268734,False,True
556,40,5,125909.85,1,1,1,95124.4,0,False,False,True,0.3323976081739309,11331.8865,941.6729921746143,891.6729921746143,False,True
674,36,2,154525.7,1,0,1,27468.72,0,False,False,True,0.2128908326374712,13907.312999999998,740.1848610799817,690.1848610799817,False,True
631,51,8,100654.8,1,1,0,171587.9,0,False,False,True,0.7915274240450902,9058.932,1792.5982776399096,1742.5982776399096,True,True
623,44,1,83325.77,1,0,1,80828.78,0,False,True,True,0.4346819477024712,7499.319299999999,814.9546799416831,764.9546799416831,False,True
665,35,8,110934.54,1,1,0,169287.99,0,False,False,True,0.2958684815456037,9984.1086,738.4957627671007,688.4957627671007,False,True
523,36,8,113680.54,1,0,0,13197.44,0,False,True,False,0.3614361326220534,10231.2486,924.4857314696995,874.4857314696995,False,True
706,31,1,117020.08,2,1,0,54439.53,0,True,False,True,0.3061128254408994,10531.8072,805.9803147477019,755.9803147477019,False,True
619,49,9,145359.99,1,1,0,38186.85,0,False,False,False,0.7713470400693774,13082.3991,2522.767455697822,2472.767455697822,True,True
593,39,8,151391.68,1,1,0,27274.6,1,True,False,False,0.6024619491916557,13625.2512,2052.173849044487,2002.1738490444868,True,True
608,66,8,123935.35,1,1,1,65758.19,0,False,True,True,0.280126281661562,11154.1815,781.144847143296,731.144847143296,False,True
684,40,2,70291.02,1,1,1,115468.84,1,False,True,True,0.4213700712159389,6326.1918,666.4169723229221,616.4169723229221,False,True
604,42,10,166031.45,1,1,0,98293.14,0,True,False,False,0.5841472768832638,14942.8305,2182.203436375795,2132.203436375795,True,True
636,36,6,96643.32,1,0,0,182059.28,0,True,False,True,0.4544315939868065,8697.8988,988.150004004983,938.150004004983,False,True
729,26,4,97268.1,2,1,0,39356.38,0,True,False,True,0.2467055738318535,8754.129,539.9231045857675,489.92310458576753,False,True
689,55,1,76296.81,1,1,0,42364.75,1,True,False,False,0.8933599284248401,6866.712899999999,1533.6115362144812,1483.6115362144812,True,True
809,42,6,64497.94,3,0,1,182436.81,1,True,False,False,0.8366096309928284,5804.8146,1214.0909501219455,1164.0909501219455,True,True
732,54,0,134249.7,1,0,1,13404.4,0,False,True,True,0.4513328693043404,12082.473,1363.3043018455555,1313.3043018455555,False,True
599,30,9,105443.68,1,1,1,121124.53,0,False,False,True,0.189252930485795,9489.9312,448.9993224271443,398.9993224271443,False,True
625,35,5,86147.46,2,1,0,163440.8,1,True,False,False,0.3742547645137082,7753.2714,725.4246905044671,675.4246905044671,False,True
537,38,1,96939.06,1,1,1,102606.92,0,False,True,False,0.3062194204447606,8724.515399999998,667.904012362347,617.904012362347,False,True
696,47,1,106758.6,1,1,1,80591.18,0,False,True,True,0.4356902459750448,9608.274,1046.5578156139068,996.5578156139068,False,True
679,33,9,112528.65,2,1,0,177362.45,0,False,False,False,0.270374263053328,10127.5785,684.5591433630573,634.5591433630573,False,True
684,60,2,116563.58,1,1,0,120257.7,1,False,False,True,0.8245152134564662,10490.7222,2162.440013511372,2112.440013511372,True,True
537,38,6,141786.78,1,0,1,147797.54,0,False,True,False,0.2988283105992199,12760.8102,953.3228384858232,903.3228384858232,False,True
850,41,3,136416.82,1,0,1,57844.26,0,False,False,True,0.2990667312245658,12277.5138,917.9489799326244,867.9489799326244,False,True
618,40,1,133245.52,2,1,1,54495.82,0,True,False,False,0.351732120970998,11992.0968,1054.5014105883795,1004.5014105883795,False,True
802,41,4,90757.64,2,0,1,169183.66,0,True,False,False,0.3347265390437309,8168.187599999999,683.5272914019796,633.5272914019796,False,True
547,43,1,92350.36,1,0,1,80262.91,0,False,False,True,0.4724344798523573,8311.5324,981.6636215425037,931.6636215425037,False,True
613,69,9,78778.49,1,0,1,8751.59,0,True,False,True,0.3671778004636959,7090.0641,650.8285353461534,600.8285353461534,False,True
592,34,6,102143.93,2,1,1,102628.98,0,True,False,False,0.2322715360275723,9192.953699999998,533.8153691323384,483.81536913233845,False,True
721,37,4,98459.6,1,0,0,90821.66,0,True,False,True,0.476766798806511,8861.364,1056.2010368348149,1006.2010368348149,False,True
671,47,7,114603.76,2,1,0,153194.32,1,True,False,False,0.7855242413032453,10314.3384,2025.5407115512323,1975.5407115512323,True,True
751,51,7,148074.79,1,1,0,146411.41,1,True,False,False,0.930026630264594,13326.7311,3098.5537043438417,3048.5537043438417,True,True
607,62,8,108004.64,1,1,1,23386.77,1,False,True,False,0.4944515457863351,9720.4176,1201.5688770021745,1151.5688770021745,False,True
509,29,0,107712.57,2,1,1,92898.17,0,True,False,False,0.1984758167209015,9694.1313,481.01265679178863,431.01265679178863,False,True
559,32,9,145303.52,1,1,0,103560.98,0,False,False,True,0.3000916251335464,13077.3168,981.0983127245572,931.0983127245572,False,True
684,37,4,138476.41,2,1,1,52367.29,0,True,False,True,0.2453990568531062,12462.8769,764.594559234091,714.594559234091,False,True
635,27,8,127471.56,1,1,1,152916.05,1,False,False,False,0.3135564050659365,11472.4404,899.3142922893037,849.3142922893037,False,True
709,26,6,156551.63,1,0,1,4410.77,0,False,False,True,0.1715964947155381,14089.6467,604.4334963750871,554.4334963750871,False,True
656,49,9,97092.87,1,1,0,74771.22,1,True,False,False,0.9067431520424396,8738.3583,1980.8616371545536,1930.8616371545536,True,True
609,37,5,129312.79,1,1,1,26793.82,0,False,True,True,0.2430037108534647,11638.1511,707.028476193333,657.028476193333,False,True
618,29,10,100315.1,2,1,1,32526.64,0,True,False,False,0.1691578535219116,9028.359,381.80445731630806,331.80445731630806,False,True
850,35,6,81684.97,1,1,0,824.0,0,False,False,False,0.3578457869446225,7351.647299999999,657.6890033519522,607.6890033519522,False,True
669,51,3,88827.53,1,0,0,85250.77,1,False,True,True,0.8129291215682585,7994.477699999999,1624.7359335145075,1574.7359335145075,True,True
594,40,0,152092.44,2,1,1,83508.93,0,True,False,True,0.3032904186827417,13688.3196,1037.884045636795,987.884045636795,False,True
608,38,9,102406.76,1,0,1,57600.66,0,False,True,False,0.2986785957452429,9216.6084,688.2009136114525,638.2009136114525,False,True
710,21,4,109130.96,2,1,1,56191.99,0,False,False,True,0.1263783538674451,9821.7864,310.31529931741494,260.31529931741494,False,True
530,33,9,75242.28,1,0,1,101694.67,0,True,False,True,0.2180142242039996,6771.8052,369.0874642846526,319.0874642846526,False,True
758,33,0,129142.54,2,1,1,26606.28,0,True,False,True,0.2345423668785457,11622.8286,681.5114324169135,631.5114324169135,False,True
631,22,6,139129.92,1,1,1,63747.51,0,True,False,False,0.4383308049479957,12521.6928,1372.1609210838806,1322.1609210838806,False,True
544,22,3,66483.32,1,0,1,110317.39,0,False,True,True,0.3046619090051482,5983.4988,455.73604173450343,405.73604173450343,False,True
596,40,5,62389.03,3,1,0,148623.43,1,True,False,True,0.8402476305141043,5615.012699999999,1179.5002791204006,1129.5002791204006,True,True
498,46,1,91857.66,1,1,0,101954.78,1,False,False,True,0.7771232889192128,8267.1894,1606.1563541615133,1556.1563541615133,True,True
570,30,10,176173.52,1,1,0,97045.32,1,False,False,False,0.4809569369208789,15855.616799999998,1906.4672222798065,1856.4672222798065,False,True
453,37,4,131834.76,2,1,0,8949.2,0,False,False,False,0.2572545060160712,11865.1284,763.0894363398143,713.0894363398143,False,True
562,48,3,92347.96,1,1,1,163116.75,0,False,False,True,0.5533019536845084,8311.3164,1149.6669004525238,1099.6669004525238,True,True
748,40,3,95297.11,1,0,0,171515.84,0,False,False,True,0.469140214091753,8576.739899999999,1005.9233982238198,955.9233982238198,False,True
735,53,8,123845.36,2,0,1,170454.93,1,False,False,False,0.5608432650718319,11146.0824,1562.80131149392,1512.80131149392,True,True
627,62,3,143426.34,2,1,1,143104.3,0,True,False,True,0.5127124889636394,12908.370599999998,1654.5707046977666,1604.5707046977666,True,True
562,31,2,112708.2,1,0,1,186370.3,0,True,False,True,0.4052796357122305,10143.738,1027.7626103500775,977.7626103500775,False,True
632,43,2,100013.51,1,1,0,24275.32,0,False,False,True,0.6394585405984722,9001.2159,1438.9760957564406,1388.9760957564406,True,True
479,33,2,208165.53,1,0,0,50774.81,1,False,False,False,0.4905628132215311,18734.8977,2297.6610302823983,2247.6610302823983,False,True
512,33,6,121685.31,2,1,1,83681.97,0,False,False,False,0.1675778594013421,10951.6779,458.8146848337464,408.8146848337464,False,True
704,39,2,111525.02,1,1,0,199484.96,0,False,False,True,0.3621277443674449,10037.2518,908.691838495519,858.691838495519,False,True
604,36,10,113546.3,1,1,1,134875.37,0,True,False,True,0.4272238754242483,10219.167,1091.4680323368973,1041.4680323368973,False,True
683,41,6,95696.52,2,1,1,184366.14,0,False,False,True,0.2333801294982766,8612.6868,502.50749017802434,452.50749017802434,False,True
537,28,0,88963.31,2,1,1,189839.93,0,False,False,True,0.1114577879529872,8006.6979,223.10220918545699,173.10220918545699,False,True
794,31,0,144880.34,2,0,1,175643.44,0,False,True,True,0.139111379363404,13039.2306,453.4763386508765,403.4763386508765,False,True
732,55,9,136576.02,1,0,1,3268.17,1,False,False,True,0.5032937706429078,12291.841799999998,1546.6018519170266,1496.6018519170266,True,True
495,38,2,63093.01,1,1,1,47089.72,0,False,False,False,0.3804241679403079,5678.3709,540.0473812222393,490.0473812222393,False,True
552,38,10,132271.12,2,1,1,46562.02,0,True,False,True,0.2579082141601136,11904.4008,767.560687743557,717.560687743557,False,True
602,29,3,88814.4,2,1,1,62487.97,0,False,False,False,0.1580846703978748,7993.295999999999,315.9043908881627,265.9043908881627,False,True
607,40,5,90594.55,1,0,1,181598.25,0,True,False,True,0.5252230633345988,8153.5095,1070.6028091294381,1020.6028091294381,True,True
675,33,0,141816.25,1,1,0,64815.05,1,True,False,False,0.5916228274188958,12763.4625,1887.7889429762622,1837.7889429762622,True,True
443,54,3,138547.97,1,1,1,70196.23,1,False,False,False,0.6329385499110487,12469.3173,1973.0779025606882,1923.0779025606882,True,True
727,31,2,52192.08,2,0,1,160383.47,0,False,False,False,0.1291754762407919,4697.287200000001,151.693577774944,101.693577774944,False,True
482,38,4,124976.19,1,1,0,35848.12,0,False,False,True,0.3702075119690691,11247.8571,1041.010297993657,991.0102979936571,False,True
588,35,3,104356.38,1,1,0,94498.82,0,True,False,True,0.5286991003979892,9392.0742,1241.395295102791,1191.395295102791,True,True
605,48,10,150315.92,1,0,1,133486.36,0,False,True,False,0.5689903566714185,13528.4328,1924.3869510193292,1874.3869510193292,True,True
583,39,1,129299.28,2,1,0,73107.6,0,False,False,True,0.2202899625920632,11636.9352,640.8750049735659,590.8750049735659,False,True
738,37,7,140950.92,2,1,0,195333.98,0,True,False,True,0.2824867947498055,12685.5828,895.8774061763157,845.8774061763157,False,True
744,30,1,128065.12,1,1,0,121525.48,0,False,True,True,0.3088490123783244,11525.8608,889.9376812225111,839.9376812225111,False,True
781,23,2,107433.48,1,1,0,173843.21,0,False,False,True,0.2756180085606347,9669.0132,666.2385407326224,616.2385407326224,False,True
699,34,2,117468.67,1,1,0,185227.42,0,False,False,True,0.2862905869019468,10572.1803,756.67892573005,706.67892573005,False,True
570,29,4,153040.03,1,1,1,131363.57,1,False,False,False,0.2655323889025935,13773.6027,914.3344071815529,864.3344071815529,False,True
692,45,6,142084.04,4,1,0,188305.85,1,True,False,True,0.9422717123557176,12787.5636,3012.339862557411,2962.339862557411,True,True
788,32,4,112079.58,1,0,0,89368.59,0,False,False,True,0.26642396915867,10087.1622,671.8654477178255,621.8654477178255,False,True
526,66,7,132044.6,2,1,1,158365.89,0,False,True,True,0.2969696859516833,11884.014,882.2979763563519,832.2979763563519,False,True
749,46,9,66582.81,1,1,0,78753.12,1,False,True,False,0.8007047323439186,5992.452899999999,1199.5463488445096,1149.5463488445096,True,True
658,38,6,102895.1,1,0,0,155665.76,0,False,False,False,0.4323527597566647,9260.559,1000.9570601348547,950.9570601348547,False,True
754,27,7,117578.35,2,0,1,87908.01,0,True,False,True,0.211996010584478,10582.0515,560.8381754498728,510.8381754498728,False,True
679,47,10,198546.1,2,1,0,191198.92,1,False,False,True,0.6504499710151721,17869.148999999998,2905.7468622789474,2855.7468622789474,True,True
600,28,2,116623.31,1,0,1,59905.29,0,True,False,True,0.3272005900597709,10496.0979,858.5823565512807,808.5823565512807,False,True
555,44,3,105770.7,3,1,0,60533.96,1,False,False,False,0.9223767962704428,9519.363,2195.1098866188477,2145.1098866188477,True,True
738,39,1,94435.45,2,0,1,189430.86,0,False,False,False,0.2648298026860523,8499.190499999999,562.7097357765424,512.7097357765424,False,True
706,39,8,112889.91,1,0,1,6723.66,0,True,False,False,0.5686123821524068,10160.0919,1444.2885145365933,1394.2885145365933,True,True
577,43,3,127940.47,1,0,0,125140.72,1,True,False,False,0.8691572038615771,11514.6423,2502.00857623356,2452.00857623356,True,True
578,36,8,129745.1,1,1,1,143683.75,0,True,False,False,0.5402741545941641,11677.059,1577.2032948427936,1527.2032948427936,True,True
656,46,7,141535.52,1,1,0,50595.15,1,True,False,False,0.8964690652315942,12738.1968,2854.849844508021,2804.849844508021,True,True
556,47,2,139914.27,1,1,1,50390.98,0,False,False,False,0.5967956256376676,12592.284299999998,1878.7550467564695,1828.7550467564695,True,True
569,41,4,120243.49,1,1,0,163150.03,1,False,False,True,0.4820848012595878,10821.9141,1304.2700770367078,1254.2700770367078,False,True
765,34,9,91835.16,1,0,0,138280.17,0,False,False,True,0.2772028310907202,8265.1644,572.7817427775584,522.7817427775584,False,True
588,22,9,67178.19,1,1,1,163534.75,1,False,True,False,0.3749571667234544,6046.0371000000005,566.7512352302227,516.7512352302227,False,True
850,38,7,115378.94,1,0,1,162087.82,0,False,True,True,0.1771280171083744,10384.1046,459.8289643109873,409.8289643109873,False,True
766,30,4,127786.28,2,1,1,28879.3,0,True,False,True,0.2221604989142788,11500.765199999998,638.7539336819938,588.7539336819938,False,True
612,33,0,64900.32,2,1,0,102426.12,0,False,False,False,0.2328534044794771,5841.0288,340.02586043566873,290.02586043566873,False,True
517,53,0,109172.88,1,1,0,54676.1,1,True,False,True,0.9379444622696362,9825.5592,2303.9572100856194,2253.9572100856194,True,True
696,43,4,114091.38,1,0,1,159888.1,0,True,False,True,0.6967166465543735,10268.2242,1788.5106826731162,1738.5106826731162,True,True
656,45,7,145933.27,1,1,1,199392.14,0,False,False,False,0.4338465299723025,13133.994299999998,1424.5344629327499,1374.5344629327499,False,True
473,35,7,131504.73,1,1,0,189560.43,0,True,False,False,0.5226946812115397,11835.4257,1546.578515816091,1496.578515816091,True,True
742,44,8,107926.02,1,0,1,17375.27,1,True,False,False,0.7930248496739454,9713.3418,1925.7303551941625,1875.7303551941625,True,True
834,57,8,112281.6,3,1,0,140225.14,1,True,False,False,0.9154690140036216,10105.344,2312.782326961853,2262.782326961853,True,True
850,33,0,124781.67,1,0,1,33700.52,0,False,False,True,0.1539967659602464,11230.3503,432.3594067001707,382.3594067001707,False,True
748,39,9,132865.56,1,1,1,59636.43,1,False,False,False,0.376069093794411,11957.9004,1124.2491917779562,1074.2491917779562,False,True
798,38,4,129055.13,1,1,0,157147.59,0,True,False,False,0.5652658520832429,11614.9617,1641.3853055661828,1591.3853055661828,True,True
612,76,6,96166.88,1,1,1,191393.26,0,True,False,True,0.3390709491042731,8655.0192,733.6663936649267,683.6663936649267,False,True
540,40,3,165298.12,1,0,1,199862.75,0,False,False,False,0.4158324234159372,14876.8308,1546.5671510782138,1496.5671510782138,False,True
598,48,6,120682.53,1,1,0,30635.52,1,False,False,True,0.7347546809177077,10861.4277,1995.121211006063,1945.121211006063,True,True
796,32,5,102773.15,2,0,1,117832.88,0,False,True,True,0.1013317438418186,9249.5835,234.319106466378,184.319106466378,False,True
579,42,0,144386.32,1,1,1,22497.1,1,True,False,True,0.6049836206285372,12994.768800000002,1965.4055694636882,1915.4055694636882,True,True
850,40,7,104449.8,1,1,1,747.88,0,True,False,False,0.5855838246389639,9400.482,1376.192550752434,1326.192550752434,True,True
599,35,6,137102.65,1,0,0,76870.81,0,False,True,True,0.3023958890410592,12339.2385,932.8337490742914,882.8337490742914,False,True
724,30,9,142475.87,1,1,1,107848.24,0,False,False,False,0.2499451879833882,12822.8283,801.2510574805525,751.2510574805525,False,True
773,37,2,103195.2,2,1,0,178268.36,0,False,True,True,0.1947194398174633,9287.568,452.1175095566495,402.1175095566495,False,True
526,28,1,112070.44,1,0,1,126281.83,0,False,False,True,0.1832668026736386,10086.3396,462.12280229312665,412.12280229312665,False,True
470,35,1,96473.59,1,0,0,5962.3,0,False,False,True,0.2579573782513774,8682.6231,559.9366728052117,509.93667280521174,False,True
548,49,9,108437.89,1,0,0,127022.87,1,True,False,True,0.9231989234419506,9759.4101,2252.469224437125,2202.469224437125,True,True
672,37,5,153195.59,1,1,1,162763.01,0,False,False,True,0.213443127064812,13787.6031,735.717280098124,685.717280098124,False,True
773,45,8,96877.21,1,1,1,113950.51,0,False,False,True,0.4600843561216284,8718.9489,1002.86299767847,952.86299767847,False,True
704,40,6,95452.89,1,0,1,179964.55,0,False,False,False,0.4395104826417965,8590.7601,943.9322794527219,893.9322794527219,False,True
586,41,3,63873.56,1,1,0,83753.64,0,False,True,True,0.4985899211776317,5748.6204,716.5510480290313,666.5510480290313,False,True
677,24,0,148298.59,2,0,0,182913.95,0,False,False,False,0.2565828987146656,13346.8731,856.1448471936988,806.1448471936988,False,True
634,37,7,143258.85,2,1,0,192721.98,0,True,False,False,0.3737499217548001,12893.2965,1204.7171395091095,1154.7171395091095,False,True
655,37,9,121342.24,1,1,1,180241.44,0,True,False,True,0.5319870558802363,10920.8016,1452.4312727590436,1402.4312727590436,True,True
619,28,6,99152.73,2,1,0,48475.12,0,True,False,False,0.2836874475987012,8923.7457,632.8886601632212,582.8886601632212,False,True
705,33,7,68423.89,1,1,1,64872.55,0,False,True,True,0.2654436720613347,6158.1501,408.66049391221884,358.66049391221884,False,True
630,25,7,79656.81,1,1,0,93524.22,0,True,False,False,0.3468175342907448,7169.1129,621.5935147574927,571.5935147574927,False,True
668,53,10,110240.04,1,0,0,183980.56,1,False,False,False,0.8557126105170816,9921.6036,2122.5103292679187,2072.5103292679187,True,True
573,32,9,125321.84,2,1,1,130234.63,0,False,False,False,0.2015290407000012,11278.9656,568.2597793640783,518.2597793640783,False,True
758,32,2,84378.9,1,1,1,75396.43,0,False,False,False,0.2031199382425682,7594.100999999999,385.6283315319563,335.6283315319563,False,True
580,35,10,136281.41,2,1,1,24799.47,0,True,False,True,0.158666705728085,12265.3269,486.52475347526627,436.52475347526627,False,True
622,59,5,119380.37,1,1,1,60429.43,0,False,False,True,0.4772146818320303,10744.2333,1281.8264689471512,1231.8264689471512,False,True
638,62,4,108716.59,2,1,1,74241.09,0,True,False,True,0.6128109711154975,9784.4931,1499.0111796209712,1449.0111796209712,True,True
753,31,6,106596.29,1,0,0,91305.77,0,False,False,False,0.3359704298125336,9593.6661,805.7970307737332,755.7970307737332,False,True
629,37,10,99546.25,3,0,1,25136.95,1,False,False,False,0.8979584847901455,8959.162499999999,2011.2389958721726,1961.2389958721726,True,True
708,19,7,112615.86,1,1,1,4491.77,0,False,True,True,0.1886705965739264,10135.4274,478.06428352242995,428.06428352242995,False,True
757,28,3,75381.15,1,1,1,199727.72,0,False,False,True,0.1951811882672089,6784.3035,331.04210467384604,281.04210467384604,False,True
520,45,1,123086.39,1,1,1,41042.4,1,True,False,False,0.8189144064468151,11077.7751,2267.937405191952,2217.937405191952,True,True
535,48,9,109472.47,1,1,0,157358.43,1,False,True,True,0.74901982310241,9852.5223,1844.9336275646376,1794.9336275646376,True,True
615,59,4,155766.05,1,1,1,110275.17,0,False,True,True,0.4516333347009272,14018.9445,1582.8556633805556,1532.8556633805556,False,True
850,38,7,101985.81,2,0,0,43801.27,0,True,False,True,0.2661468563461156,9178.7229,610.7220612767755,560.7220612767755,False,True
487,34,2,96019.5,1,0,0,9085.0,0,False,False,False,0.3527204404699532,8641.755000000001,762.0309075083552,712.0309075083552,False,True
609,35,2,147900.43,1,1,0,140000.29,0,False,False,False,0.3927761869261985,13311.0387,1307.0647561532653,1257.0647561532653,False,True
714,52,4,100755.66,1,1,1,186775.25,0,False,False,True,0.520785872370294,9068.0094,1180.6227965102566,1130.6227965102566,True,True
786,33,0,83036.05,1,0,1,154990.58,1,False,False,False,0.2246099073433053,7473.244499999999,419.64118867471643,369.64118867471643,False,True
698,27,6,125427.37,2,0,0,27654.44,0,False,True,True,0.167485201235941,11288.4633,472.6626368612586,422.6626368612586,False,True
601,46,3,98202.76,1,0,0,137763.93,0,False,False,False,0.7355791688310499,8838.248399999999,1625.307852998589,1575.307852998589,True,True
769,41,1,72509.91,1,1,0,25723.73,0,False,True,True,0.4368081088282692,6525.8919000000005,712.6406248141802,662.6406248141802,False,True
850,44,3,140393.65,2,0,1,186285.52,0,True,False,True,0.3533962741911353,12635.428499999998,1116.328338677121,1066.328338677121,False,True
646,50,5,142644.64,2,1,1,142208.5,1,False,True,False,0.5676405960281423,12838.0176,1821.8449905709451,1771.8449905709451,True,True
659,44,9,23503.31,1,0,1,169862.01,1,False,False,False,0.6816335980231731,2115.2979,360.4645296169656,310.4645296169656,True,True
487,33,8,145729.71,1,1,0,41365.85,0,False,True,True,0.3043006621024745,13115.673899999998,997.7770629225357,947.7770629225357,False,True
740,40,2,122295.17,2,1,1,30812.84,0,True,False,False,0.360892118382177,11006.565299999998,993.0456668071902,943.0456668071902,False,True
612,36,5,119799.27,2,1,0,159416.58,0,False,True,False,0.3424822666314457,10781.9343,923.1553244338326,873.1553244338326,False,True
655,37,8,163708.58,2,0,0,76259.23,0,False,True,True,0.2843129857023422,14733.7722,1047.2506912100416,997.2506912100416,False,True
617,34,1,61687.33,2,1,0,105965.25,0,False,False,True,0.1560612403565345,5551.8597,216.60752776686437,166.60752776686437,False,True
674,27,4,79144.34,1,0,1,50743.83,0,False,False,False,0.2237446573730656,7122.990599999999,398.43277281714165,348.43277281714165,False,True
624,27,7,104848.68,1,1,1,167387.36,0,True,False,False,0.4517440862367238,9436.381199999998,1065.7073506438496,1015.7073506438496,False,True
727,29,1,146652.01,1,1,1,173486.39,0,False,False,False,0.2351722052361914,13198.6809,775.9907233654498,725.9907233654498,False,True
549,37,1,130622.34,2,1,1,128499.94,0,True,False,False,0.3235893446326093,11756.010599999998,951.0299413870018,901.0299413870018,False,True
593,69,2,187013.13,2,0,1,105898.69,0,True,False,True,0.2105082432515863,16831.1817,885.775622878812,835.775622878812,False,True
703,44,6,98862.54,1,1,0,151516.7,0,False,False,True,0.6462976597782053,8897.6286,1437.6291354389073,1387.6291354389073,True,True
452,52,1,98443.14,2,0,0,92033.98,0,True,False,True,0.6856471706256785,8859.882599999999,1518.6883591914197,1468.6883591914197,True,True
479,23,9,123575.51,1,0,1,95148.28,0,True,False,False,0.3732050473858168,11121.7959,1037.6775914687207,987.6775914687207,False,True
742,31,4,105239.1,1,1,1,19700.24,0,False,False,True,0.1791878742192704,9471.519,424.2953388093575,374.2953388093575,False,True
668,56,9,110993.79,1,1,0,134396.64,1,True,False,True,0.9279454051407924,9989.4411,2317.4139921673955,2267.4139921673955,True,True
754,39,7,157691.98,2,1,0,133600.89,1,False,True,True,0.2883513776966266,14192.2782,1023.09074290595,973.09074290595,False,True
544,47,5,105245.21,1,0,0,99922.08,1,True,False,True,0.9125486734724936,9472.0689,2160.9309774337653,2110.9309774337653,True,True
762,31,7,117687.35,1,1,1,159344.43,0,False,False,True,0.1791039021444622,10591.8615,474.2609314059242,424.2609314059242,False,True
691,37,7,123067.63,1,1,1,98162.44,1,True,False,False,0.5945798825945083,11076.0867,1646.404582423149,1596.404582423149,True,True
676,41,4,101457.14,1,1,1,79101.67,0,False,False,False,0.398186174718737,9131.1426,908.9736856763255,858.9736856763255,False,True
576,52,2,100549.43,2,1,1,16644.16,0,False,True,True,0.4390116419544243,9049.4487,993.2033331423328,943.2033331423328,False,True
629,35,4,174588.8,2,0,1,158420.14,0,False,True,True,0.2060632366586582,15712.991999999998,809.4674972779006,759.4674972779006,False,True
625,52,8,121161.57,1,1,0,48988.28,0,False,True,True,0.8007965622362228,10904.5413,2183.079796450728,2133.079796450728,True,True
471,36,5,90063.74,2,1,1,96366.7,0,True,False,False,0.2012079554847913,8105.7366,407.73467224606094,357.73467224606094,False,True
504,42,3,134936.97,2,0,0,135178.91,0,False,False,True,0.3708796169952529,12144.3273,1126.0208644222485,1076.0208644222485,False,True
687,24,3,110495.27,1,1,0,158615.41,0,False,False,False,0.3427567234778975,9944.5743,852.1424258626265,802.1424258626265,False,True
660,37,2,133200.09,1,0,0,71433.88,0,True,False,False,0.6123521821842359,11988.0081,1835.2207300193238,1785.2207300193238,True,True
548,41,4,82596.8,1,0,1,55672.09,0,False,False,False,0.4344468559853049,7433.711999999999,807.3882016750581,757.3882016750581,False,True
609,31,9,103837.75,1,1,1,150218.11,0,True,False,True,0.3341376112938293,9345.3975,780.662199310331,730.662199310331,False,True
526,52,8,93590.47,1,0,1,21228.71,1,False,False,True,0.5732394030204055,8423.1423,1207.1192659019814,1157.1192659019814,True,True
